Year,Length,Title,Subject,Actor,Actress,Director,Popularity,Awards,Credits
1966,190,Hawaii,Drama,"Sydow, Max von","Andrews, Julie","Hill, George Roy",8,No,"Hawaii: a Sydow, Max von and Andrews, Julie film’s, directed by Hill, George Roy"
1986,107,Duet for One,Drama,"Bates, Alan","Andrews, Julie","Konchalovsky, Andrei",82,No,"Duet for One: a Bates, Alan and Andrews, Julie film’s, directed by Konchalovsky, Andrei"
1992,95,Alan & Naomi,Drama,"Haas, Lukas","Aquino, Vanessa","Vanwagenen, Sterling",3,No,"Alan & Naomi: a Haas, Lukas and Aquino, Vanessa film’s, directed by Vanwagenen, Sterling"
1981,106,"Woman Next Door, The",Drama,"Depardieu, G�rard","Ardant, Fanny","Truffaut, Fran�ois",82,No,"Woman Next Door, The: a Depardieu, G�rard and Ardant, Fanny film’s, directed by Truffaut, Fran�ois"
1924,110,"Siegfried, The Nibelungenlied",Drama,"Richter, Paul","Arnold, Gertrud","Lang, Fritz",79,No,"Siegfried, The Nibelungenlied: a Richter, Paul and Arnold, Gertrud film’s, directed by Lang, Fritz"
1988,118,"Big Blue, The",Drama,"Barr, Jean-Marc","Arquette, Rosanna","Besson, Luc",7,No,"Big Blue, The: a Barr, Jean-Marc and Arquette, Rosanna film’s, directed by Besson, Luc"
1991,115,Flight of the Intruder,Drama,"Glover, Danny","Arquette, Rosanna","Milius, John",51,No,"Flight of the Intruder: a Glover, Danny and Arquette, Rosanna film’s, directed by Milius, John"
1987,102,Babette's Feast,Drama,"LaFont, Jean-Philippe","Audran, St�phane","Axel, Gabriel",79,Yes,"Babette's Feast: a LaFont, Jean-Philippe and Audran, St�phane film’s, directed by Axel, Gabriel"
1989,118,"Vincent, Francois, Paul & the Others",Drama,"Montand, Yves","Audran, St�phane",,20,No,
1992,100,Eighty-Four Charing Cross Road,Drama,"Hopkins, Anthony","Bancroft, Anne","Jones, David",9,No,"Eighty-Four Charing Cross Road: a Hopkins, Anthony and Bancroft, Anne film’s, directed by Jones, David"
1980,124,"Elephant Man, The",Drama,"Hopkins, Anthony","Bancroft, Anne","Lynch, David",3,Yes,"Elephant Man, The: a Hopkins, Anthony and Bancroft, Anne film’s, directed by Lynch, David"
1987,100,Sammy & Rosie Get Laid,Drama,"Din, Ayub Khan","Barber, Frances","Frears, Stephen",6,No,"Sammy & Rosie Get Laid: a Din, Ayub Khan and Barber, Frances film’s, directed by Frears, Stephen"
1971,101,"Goalie's Anxiety at the Penalty Kick, The",Drama,"Brauss, Arthur","Bardischewski, Maria","Wenders, Wim",62,No,"Goalie's Anxiety at the Penalty Kick, The: a Brauss, Arthur and Bardischewski, Maria film’s, directed by Wenders, Wim"
1969,86,"Women, The",Drama,"Ronet, Maurice","Bardot, Brigitte","Aurel, Jean",66,No,"Women, The: a Ronet, Maurice and Bardot, Brigitte film’s, directed by Aurel, Jean"
1964,102,Contempt,Drama,"Palance, Jack","Bardot, Brigitte","Godard, Jean-Luc",81,No,"Contempt: a Palance, Jack and Bardot, Brigitte film’s, directed by Godard, Jean-Luc"
1962,134,A Very Private Affair,Drama,"Mastroianni, Marcello","Bardot, Brigitte","Malle, Louis",30,No,"A Very Private Affair: a Mastroianni, Marcello and Bardot, Brigitte film’s, directed by Malle, Louis"
1957,90,And God Created Woman,Drama,"Jurgens, Curt","Bardot, Brigitte","Vadim, Roger",29,No,"And God Created Woman: a Jurgens, Curt and Bardot, Brigitte film’s, directed by Vadim, Roger"
1973,87,Ms. Don Juan,Drama,"Ronet, Maurice","Bardot, Brigitte","Vadim, Roger",39,No,"Ms. Don Juan: a Ronet, Maurice and Bardot, Brigitte film’s, directed by Vadim, Roger"
1987,97,Siesta,Drama,"Byrne, Gabriel","Barkin, Ellen","Lambert, Mary",48,No,"Siesta: a Byrne, Gabriel and Barkin, Ellen film’s, directed by Lambert, Mary"
1932,92,Rich & Strange,Drama,"Kendall, Henry","Barry, Joan","Hitchcock, Alfred",57,No,"Rich & Strange: a Kendall, Henry and Barry, Joan film’s, directed by Hitchcock, Alfred"
1992,101,Cool World,Drama,"Byrne, Gabriel","Basinger, Kim","Bakshi, Ralph",44,No,"Cool World: a Byrne, Gabriel and Basinger, Kim film’s, directed by Bakshi, Ralph"
1992,125,Final Analysis,Drama,"Gere, Richard","Basinger, Kim","Joanou, Phil",50,No,"Final Analysis: a Gere, Richard and Basinger, Kim film’s, directed by Joanou, Phil"
1986,117,Nine & a Half Weeks,Drama,"Rourke, Mickey","Basinger, Kim","Lyne, Adrian",7,No,"Nine & a Half Weeks: a Rourke, Mickey and Basinger, Kim film’s, directed by Lyne, Adrian"
1986,108,No Mercy,Drama,"Gere, Richard","Basinger, Kim","Pearce, Richard",11,No,"No Mercy: a Gere, Richard and Basinger, Kim film’s, directed by Pearce, Richard"
1946,93,Crisis,Drama,"Andersson, Wiktor","Baude, Anna-Lisa","Bergman, Ingmar",66,No,"Crisis: a Andersson, Wiktor and Baude, Anna-Lisa film’s, directed by Bergman, Ingmar"
1984,95,Samson & Delilah,Drama,"Hamilton, Antony","Bauer, Belinda","Philips, Lee",36,No,"Samson & Delilah: a Hamilton, Antony and Bauer, Belinda film’s, directed by Philips, Lee"
1988,96,Split Decisions,Drama,"Hackman, Gene","Beals, Jennifer","Drury, David",52,No,"Split Decisions: a Hackman, Gene and Beals, Jennifer film’s, directed by Drury, David"
1942,123,Reap the Wild Wind,Drama,"Wayne, John","Beecher, Janet","DeMille, Cecil B.",59,No,"Reap the Wild Wind: a Wayne, John and Beecher, Janet film’s, directed by DeMille, Cecil B."
1977,102,Mary White,Drama,"Flanders, Ed","Beller, Kathleen","Taylor, Jud",2,No,"Mary White: a Flanders, Ed and Beller, Kathleen film’s, directed by Taylor, Jud"
1990,105,Guilty by Suspicion,Drama,"De Niro, Robert","Bening, Annette","Winkler, Irwin",88,No,"Guilty by Suspicion: a De Niro, Robert and Bening, Annette film’s, directed by Winkler, Irwin"
1945,103,Scarlet Street,Drama,"Robinson, Edward G.","Bennett, Joan","Lang, Fritz",80,No,"Scarlet Street: a Robinson, Edward G. and Bennett, Joan film’s, directed by Lang, Fritz"
1982,188,Gandhi,Drama,"Kingsley, Ben","Bergen, Candice","Attenborough, Richard",7,Yes,"Gandhi: a Kingsley, Ben and Bergen, Candice film’s, directed by Attenborough, Richard"
1971,96,Carnal Knowledge,Drama,"Nicholson, Jack","Bergen, Candice","Nichols, Mike",10,No,"Carnal Knowledge: a Nicholson, Jack and Bergen, Candice film’s, directed by Nichols, Mike"
1972,90,"Scarlet Letter, The",Drama,"Albaic�n, Rafael","Berger, Senta","Wenders, Wim",55,No,"Scarlet Letter, The: a Albaic�n, Rafael and Berger, Senta film’s, directed by Wenders, Wim"
1978,97,Autumn Sonata,Drama,"Bj�rk, Halvar","Bergman, Ingrid","Bergman, Ingmar",49,Yes,"Autumn Sonata: a Bj�rk, Halvar and Bergman, Ingrid film’s, directed by Bergman, Ingmar"
1944,114,Gaslight,Drama,"Boyer, Charles","Bergman, Ingrid","Cukor, George",25,Yes,"Gaslight: a Boyer, Charles and Bergman, Ingrid film’s, directed by Cukor, George"
1958,100,Indiscreet,Drama,"Grant, Cary","Bergman, Ingrid","Donen, Stanley",1,No,"Indiscreet: a Grant, Cary and Bergman, Ingrid film’s, directed by Donen, Stanley"
1941,75,Walpurgis Night,Drama,"Sj�str�m, Victor","Bergman, Ingrid","Edgren, Gustaf",32,No,"Walpurgis Night: a Sj�str�m, Victor and Bergman, Ingrid film’s, directed by Edgren, Gustaf"
1948,100,Joan of Arc,Drama,"Ferrer, Jose","Bergman, Ingrid","Fleming, Victor",7,No,"Joan of Arc: a Ferrer, Jose and Bergman, Ingrid film’s, directed by Fleming, Victor"
1982,195,A Woman Called Golda,Drama,"Beatty, Ned","Bergman, Ingrid","Gibson, Alan",15,Yes,"A Woman Called Golda: a Beatty, Ned and Bergman, Ingrid film’s, directed by Gibson, Alan"
1969,98,A Walk in the Spring Rain,Drama,"Quinn, Anthony","Bergman, Ingrid","Green, Guy",2,No,"A Walk in the Spring Rain: a Quinn, Anthony and Bergman, Ingrid film’s, directed by Green, Guy"
1949,117,Under Capricorn,Drama,"Cotten, Joseph","Bergman, Ingrid","Hitchcock, Alfred",74,No,"Under Capricorn: a Cotten, Joseph and Bergman, Ingrid film’s, directed by Hitchcock, Alfred"
1940,90,June Night,Drama,"Widgren, Olof","Bergman, Ingrid","Lindberg, Per",14,No,"June Night: a Widgren, Olof and Bergman, Ingrid film’s, directed by Lindberg, Per"
1961,120,Goodbye Again,Drama,"Perkins, Anthony","Bergman, Ingrid","Litvak, Anatole",6,No,"Goodbye Again: a Perkins, Anthony and Bergman, Ingrid film’s, directed by Litvak, Anatole"
1956,106,Anastasia,Drama,"Tamiroff, Akim","Bergman, Ingrid","Litvak, Anatole",24,Yes,"Anastasia: a Tamiroff, Akim and Bergman, Ingrid film’s, directed by Litvak, Anatole"
1945,126,"Bells of St. Mary's, The",Drama,"Crosby, Bing","Bergman, Ingrid","McCarey, Leo",31,No,"Bells of St. Mary's, The: a Crosby, Bing and Bergman, Ingrid film’s, directed by McCarey, Leo"
1937,91,Intermezzo,Drama,"Ekman, G�sta","Bergman, Ingrid","Molander, Gustaf",32,No,"Intermezzo: a Ekman, G�sta and Bergman, Ingrid film’s, directed by Molander, Gustaf"
1938,104,A Woman's Face,Drama,"Svennberg, Tore","Bergman, Ingrid","Molander, Gustaf",49,No,"A Woman's Face: a Svennberg, Tore and Bergman, Ingrid film’s, directed by Molander, Gustaf"
1935,90,Swedenhielms,Drama,"Westergren, H�kan","Bergman, Ingrid","Molander, Gustaf",88,No,"Swedenhielms: a Westergren, H�kan and Bergman, Ingrid film’s, directed by Molander, Gustaf"
1939,87,Only One Night,Drama,"Adolphson, Edvin","Bergman, Ingrid","Molander, Gustav",26,No,"Only One Night: a Adolphson, Edvin and Bergman, Ingrid film’s, directed by Molander, Gustav"
1938,74,Dollar,Drama,"Rydeberg, Georg","Bergman, Ingrid","Molander, Gustav",19,No,"Dollar: a Rydeberg, Georg and Bergman, Ingrid film’s, directed by Molander, Gustav"
1956,98,Elena & Her Men,Drama,"Ferrer, Mel","Bergman, Ingrid","Renoir, Jean",33,No,"Elena & Her Men: a Ferrer, Mel and Bergman, Ingrid film’s, directed by Renoir, Jean"
1952,110,Europa Fifty-One,Drama,"Knox, Alexander","Bergman, Ingrid","Rossellini, Roberto",34,No,"Europa Fifty-One: a Knox, Alexander and Bergman, Ingrid film’s, directed by Rossellini, Roberto"
1953,83,Voyage in Italy,Drama,"Sanders, George","Bergman, Ingrid","Rossellini, Roberto",57,No,"Voyage in Italy: a Sanders, George and Bergman, Ingrid film’s, directed by Rossellini, Roberto"
1954,81,Fear,Drama,"Wieman, Mathias","Bergman, Ingrid","Rossellini, Roberto",69,No,"Fear: a Wieman, Mathias and Bergman, Ingrid film’s, directed by Rossellini, Roberto"
1950,107,Stromboli,Drama,"Vitale, Mario","Bergman, Ingrid","Rossellini, Roberto",69,No,"Stromboli: a Vitale, Mario and Bergman, Ingrid film’s, directed by Rossellini, Roberto"
1990,90,Twenty Four Hours in a Woman's Life,Drama,"Torn, Rip","Bergman, Ingrid",,16,No,
1982,108,King of Comedy,Drama,"De Niro, Robert","Bernhard, Sandra","Scorsese, Martin",84,No,"King of Comedy: a De Niro, Robert and Bernhard, Sandra film’s, directed by Scorsese, Martin"
1984,158,Amadeus,Drama,"Abraham, F. Murray","Berridge, Elizabeth","Forman, Milos",6,Yes,"Amadeus: a Abraham, F. Murray and Berridge, Elizabeth film’s, directed by Forman, Milos"
1988,172,"Unbearable Lightness of Being, The",Drama,"Day-Lewis, Daniel","Binoche, Juliette","Kaufman, Philip",5,Yes,"Unbearable Lightness of Being, The: a Day-Lewis, Daniel and Binoche, Juliette film’s, directed by Kaufman, Philip"
1970,137,Airport,Drama,"Lancaster, Burt","Bisset, Jacqueline","Seaton, George",0,Yes,"Airport: a Lancaster, Burt and Bisset, Jacqueline film’s, directed by Seaton, George"
1973,116,Day for Night,Drama,"Aumont, Jean-Pierre","Bisset, Jacqueline","Truffaut, Fran�ois",10,Yes,"Day for Night: a Aumont, Jean-Pierre and Bisset, Jacqueline film’s, directed by Truffaut, Fran�ois"
1969,94,Easy Rider,Drama,"Fonda, Peter","Black, Karen","Hopper, Dennis",36,No,"Easy Rider: a Fonda, Peter and Black, Karen film’s, directed by Hopper, Dennis"
1991,98,Five Easy Pieces,Drama,"Nicholson, Jack","Black, Karen","Rafelson, Bob",2,No,"Five Easy Pieces: a Nicholson, Jack and Black, Karen film’s, directed by Rafelson, Bob"
1974,144,"Day of the Locust, The",Drama,"Sutherland, Donald","Black, Karen","Schlesinger, John",81,No,"Day of the Locust, The: a Sutherland, Donald and Black, Karen film’s, directed by Schlesinger, John"
1942,88,Lady for a Night,Drama,"Wayne, John","Blondell, Joan","Leigh, Jason",12,No,"Lady for a Night: a Wayne, John and Blondell, Joan film’s, directed by Leigh, Jason"
1968,103,Charly,Drama,"Robertson, Cliff","Bloom, Claire","Nelson, Ralph",38,Yes,"Charly: a Robertson, Cliff and Bloom, Claire film’s, directed by Nelson, Ralph"
1982,123,Honkytonk Man,Drama,"Eastwood, Clint","Bloom, Verna","Eastwood, Clint",69,No,"Honkytonk Man: a Eastwood, Clint and Bloom, Verna film’s, directed by Eastwood, Clint"
1987,98,Under the Sun of Satan,Drama,"Depardieu, G�rard","Bonnaire, Sandrine","Pialat, Maurice",45,No,"Under the Sun of Satan: a Depardieu, G�rard and Bonnaire, Sandrine film’s, directed by Pialat, Maurice"
1985,105,Vagabond,Drama,"Meril, Macha","Bonnaire, Sandrine","Varda, Agnes",49,No,"Vagabond: a Meril, Macha and Bonnaire, Sandrine film’s, directed by Varda, Agnes"
1989,,Good Fellas,Drama,"De Niro, Robert","Bracco, Lorraine","Scorsese, Martin",15,No,"Good Fellas: a De Niro, Robert and Bracco, Lorraine film’s, directed by Scorsese, Martin"
1985,119,Kiss of the Spider Woman,Drama,"Hurt, William","Braga, Sonia","Babenco, Hector",10,Yes,"Kiss of the Spider Woman: a Hurt, William and Braga, Sonia film’s, directed by Babenco, Hector"
1973,129,"Sting, The",Drama,"Newman, Paul","Brennan, Eileen","Hill, George Roy",83,Yes,"Sting, The: a Newman, Paul and Brennan, Eileen film’s, directed by Hill, George Roy"
1986,101,Instant Justice,Drama,"Par�, Michael","Bridges, Lynda","Rumar, Craig",45,No,"Instant Justice: a Par�, Michael and Bridges, Lynda film’s, directed by Rumar, Craig"
1990,135,Cyrano de Bergerac,Drama,"Depardieu, G�rard","Brochet, Anne","Rappeneau, Jean-Paul",76,No,"Cyrano de Bergerac: a Depardieu, G�rard and Brochet, Anne film’s, directed by Rappeneau, Jean-Paul"
1948,110,Border Street,Drama,"Fijewski, Tadeusz","Broniewska, Maria","Ford, Aleksander",73,No,"Border Street: a Fijewski, Tadeusz and Broniewska, Maria film’s, directed by Ford, Aleksander"
1965,123,Morituri,Drama,"Brando, Marlon","Brynner, Yul","Wicki, Bernhard",9,No,"Morituri: a Brando, Marlon and Brynner, Yul film’s, directed by Wicki, Bernhard"
1980,104,From the Life of the Marionettes,Drama,"Atzorn, Robert","Buchegger, Christine","Bergman, Ingmar",58,No,"From the Life of the Marionettes: a Atzorn, Robert and Buchegger, Christine film’s, directed by Bergman, Ingmar"
1988,117,Dead Ringers,Drama,"Irons, Jeremy","Bujold, Genevi�ve","Cronenberg, David",29,No,"Dead Ringers: a Irons, Jeremy and Bujold, Genevi�ve film’s, directed by Cronenberg, David"
1982,94,"Eyes of the Amaryllis, The",Drama,"Bolt, Jonathan","Byrne, Martha","King Keller, Frederick",70,No,"Eyes of the Amaryllis, The: a Bolt, Jonathan and Byrne, Martha film’s, directed by King Keller, Frederick"
1990,102,"End of Innocence, The",Drama,"Heard, John","Cannon, Dyan","Cannon, Dyan",6,No,"End of Innocence, The: a Heard, John and Cannon, Dyan film’s, directed by Cannon, Dyan"
1989,80,Skull,Drama,"Bideman, Robert","Capone, Nadia","Bergman, Robert",19,No,"Skull: a Bideman, Robert and Capone, Nadia film’s, directed by Bergman, Robert"
1963,138,8 1/2,Drama,"Mastroianni, Marcello","Cardinale, Claudia","Fellini, Federico",80,Yes,"8 1/2: a Mastroianni, Marcello and Cardinale, Claudia film’s, directed by Fellini, Federico"
1988,103,"Year My Voice Broke, The",Drama,"Taylor, Noah","Carmen, Loene","Duigan, John",71,No,"Year My Voice Broke, The: a Taylor, Noah and Carmen, Loene film’s, directed by Duigan, John"
1974,313,QB VII,Drama,"Hopkins, Anthony","Caron, Leslie","Gries, Tom",28,Yes,"QB VII: a Hopkins, Anthony and Caron, Leslie film’s, directed by Gries, Tom"
1983,104,Beyond the Limit,Drama,"Caine, Michael","Carrillo, Elpidia","Mackenzie, John",51,No,"Beyond the Limit: a Caine, Michael and Carrillo, Elpidia film’s, directed by Mackenzie, John"
1984,106,Beat Street,Drama,"Davis, Guy","Chong, Rae Dawn","Lathan, Stan",72,No,"Beat Street: a Davis, Guy and Chong, Rae Dawn film’s, directed by Lathan, Stan"
1989,90,Never on Tuesday,Drama,"Lauer, Andrew","Christian, Claudia","Rifkin, Adam",77,No,"Never on Tuesday: a Lauer, Andrew and Christian, Claudia film’s, directed by Rifkin, Adam"
1985,111,Power,Drama,"Hackman, Gene","Christie, Julie","Lumet, Sidney",43,No,"Power: a Hackman, Gene and Christie, Julie film’s, directed by Lumet, Sidney"
1965,122,Darling,Drama,"Harvey, Laurence","Christie, Julie","Schlesinger, John",44,Yes,"Darling: a Harvey, Laurence and Christie, Julie film’s, directed by Schlesinger, John"
1963,120,"Ugly American, The",Drama,"Brando, Marlon","Church, Sandra","Englund, George",63,No,"Ugly American, The: a Brando, Marlon and Church, Sandra film’s, directed by Englund, George"
1987,118,Shy People,Drama,"Philbin, John","Clayburgh, Jill","Konchalovsky, Andrei",7,No,"Shy People: a Philbin, John and Clayburgh, Jill film’s, directed by Konchalovsky, Andrei"
1988,119,Dangerous Liaisons,Drama,"Malkovich, John","Close, Glenn","Frears, Stephen",77,No,"Dangerous Liaisons: a Malkovich, John and Close, Glenn film’s, directed by Frears, Stephen"
1990,111,Reversal of Fortune,Drama,"Irons, Jeremy","Close, Glenn","Schroeder, Barbet",73,Yes,"Reversal of Fortune: a Irons, Jeremy and Close, Glenn film’s, directed by Schroeder, Barbet"
1946,105,Tomorrow Is Forever,Drama,"Welles, Orson","Colbert, Claudette",,65,No,
1948,81,Rope,Drama,"Stewart, James","Collier, Constance","Hitchcock, Alfred",39,No,"Rope: a Stewart, James and Collier, Constance film’s, directed by Hitchcock, Alfred"
1992,135,City of Joy,Drama,"Swayze, Patrick","Collins, Pauline","Joffe, Roland",87,No,"City of Joy: a Swayze, Patrick and Collins, Pauline film’s, directed by Joffe, Roland"
1991,96,"Hearts of Darkness, A Filmmaker's Apocalypse",Drama,"Bottoms, Sam","Coppola, Eleanor","Bahr, Fax",72,No,"Hearts of Darkness, A Filmmaker's Apocalypse: a Bottoms, Sam and Coppola, Eleanor film’s, directed by Bahr, Fax"
1962,110,Sundays & Cybele,Drama,"Kruger, Hardy","Courcel, Nicole","Bourguignon, Serge",11,Yes,"Sundays & Cybele: a Kruger, Hardy and Courcel, Nicole film’s, directed by Bourguignon, Serge"
1957,82,Brink of Life,Drama,"Josephson, Erland","Dahlbeck, Eva","Bergman, Ingmar",57,No,"Brink of Life: a Josephson, Erland and Dahlbeck, Eva film’s, directed by Bergman, Ingmar"
1986,120,Betty Blue,Drama,"Anglade, Jean-Hughes","Dalle, B�atrice","Beineix, Jean-Jacques",71,No,"Betty Blue: a Anglade, Jean-Hughes and Dalle, B�atrice film’s, directed by Beineix, Jean-Jacques"
1990,94,Snow Kill,Drama,"Knox, Terence","D'Arbanville, Patti","Wright, Thomas J.",35,No,"Snow Kill: a Knox, Terence and D'Arbanville, Patti film’s, directed by Wright, Thomas J."
1971,74,"People, The",Drama,"Shatner, William","Darby, Kim","Coppola, Francis Ford",36,No,"People, The: a Shatner, William and Darby, Kim film’s, directed by Coppola, Francis Ford"
1946,110,A Stolen Life,Drama,"Ford, Glenn","Davis, Bette","Bernhardt, Curtis",20,No,"A Stolen Life: a Ford, Glenn and Davis, Bette film’s, directed by Bernhardt, Curtis"
1939,96,"Old Maid, The",Drama,"Brent, George","Davis, Bette","Goulding, Edmund",18,No,"Old Maid, The: a Brent, George and Davis, Bette film’s, directed by Goulding, Edmund"
1950,138,All about Eve,Drama,"Sanders, George","Davis, Bette","Mankiewicz, Joseph L.",23,Yes,"All about Eve: a Sanders, George and Davis, Bette film’s, directed by Mankiewicz, Joseph L."
1989,104,"Rainbow, The",Drama,"Hemmings, David","Davis, Sammi","Russell, Ken",53,No,"Rainbow, The: a Hemmings, David and Davis, Sammi film’s, directed by Russell, Ken"
1949,115,"Heiress, The",Drama,"Richardson, Ralph","De Havilland, Olivia","Wyler, William",81,Yes,"Heiress, The: a Richardson, Ralph and De Havilland, Olivia film’s, directed by Wyler, William"
1986,120,"Boy Who Could Fly, The",Drama,"Underwood, Jay","Deakins, Lucy","Castle, Nick",25,No,"Boy Who Could Fly, The: a Underwood, Jay and Deakins, Lucy film’s, directed by Castle, Nick"
1942,85,Wheel of Fortune,Drama,"Wayne, John","Dee, Frances","Auer, John H.",36,No,"Wheel of Fortune: a Wayne, John and Dee, Frances film’s, directed by Auer, John H."
1989,120,Do the Right Thing,Drama,"Aiello, Danny","Dee, Ruby","Lee, Spike",5,No,"Do the Right Thing: a Aiello, Danny and Dee, Ruby film’s, directed by Lee, Spike"
1990,93,"Court-Martial of Jackie Robinson, The",Drama,"Braugher, Andre","Dee, Ruby","Peerce, Larry",33,No,"Court-Martial of Jackie Robinson, The: a Braugher, Andre and Dee, Ruby film’s, directed by Peerce, Larry"
1967,90,Elvira Madigan,Drama,"Berggren, Thommy","Degermark, Pia","Widerberg, Bo",28,No,"Elvira Madigan: a Berggren, Thommy and Degermark, Pia film’s, directed by Widerberg, Bo"
1980,103,I Love All of You (Je Vous Aime),Drama,"Depardieu, G�rard","Deneuve, Catherine","Berri, Claude",40,No,"I Love All of You (Je Vous Aime): a Depardieu, G�rard and Deneuve, Catherine film’s, directed by Berri, Claude"
1986,108,Love Songs,Drama,"Lambert, Christopher","Deneuve, Catherine","Chouraqui, Elie",15,No,"Love Songs: a Lambert, Christopher and Deneuve, Catherine film’s, directed by Chouraqui, Elie"
1980,135,"Last Metro, The",Drama,"Depardieu, G�rard","Deneuve, Catherine","Truffaut, Fran�ois",66,No,"Last Metro, The: a Depardieu, G�rard and Deneuve, Catherine film’s, directed by Truffaut, Fran�ois"
